"","Master.Incident.Number","Response.Date","Response.Type","Location.Name","Responding.Unit","Location.Address"
"215","122716-0392",2016-12-27 11:12:00,"ALM","SiVance","E3","4044 Ne 54th Av
(29.705108, -82.274239)"
"216","122716-0271",2016-12-27 09:15:00,"ALM","Deco 39 Apartments","TW1","320 Sw 10th St
(29.64872, -82.335176)"
"217","122716-0243",2016-12-27 08:52:00,"EMS","Alachua Co Health Dept","E3","224 Se 24th St
(29.64945, -82.295543)"
"218","122716-0235",2016-12-27 08:42:00,"ALM","Bank of America (nw13th St)","Q8","2815 Nw 13th St
(29.678485, -82.338687)"
"219","122716-0208",2016-12-27 08:15:00,"HAZ","","HZ2","3947 Newberry Rd
(29.653477, -82.383977)"
"220","122716-0165",2016-12-27 07:24:00,"FIRE","","E5","Nw 39th Av / Nw 13th St
(29.688501, -82.339012)"
"221","122716-0159",2016-12-27 07:12:00,"EMS","","E4","1510 Nw 35th Ter
(29.666951, -82.374752)"
"222","122716-0148",2016-12-27 06:44:00,"FIRE","","E2","Sw 13th St / Sw 16th Av
(29.636457, -82.339354)"
"223","122716-0067",2016-12-27 02:01:00,"EMS","","Q8","5101 Nw 21st St
(29.701427, -82.35082)"
"224","122716-0047",2016-12-27 01:28:00,"EMS","","Q8","3315 Nw 52nd Ln
(29.702979, -82.371352)"
"225","122716-0033",2016-12-27 01:08:00,"EMS","","E3","1210 Ne 5th Av
(29.655934, -82.310344)"
"226","122616-0709",2016-12-26 23:57:00,"EMS","","E4","1510 Nw 35th Ter
(29.666951, -82.374752)"
"227","122616-0703",2016-12-26 23:49:00,"EMS","Candlelight MHP","E3","1600 Ne 12th Av
(29.663325, -82.304186)"
"228","122616-0696",2016-12-26 23:36:00,"EMS","GFR Station 1","E1","427 S Main St
(29.647532, -82.324641)"
"229","122616-0619",2016-12-26 21:12:00,"EMS","Lewis Place Apartments","E5","4121 Ne 15th St
(29.691091, -82.305323)"
"230","122616-0594",2016-12-26 20:27:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"231","122616-0582",2016-12-26 19:58:00,"EMS","Holiday Gardens Office","E2","1499 Sw 18th Pl
(29.63444, -82.341512)"
"232","122616-0549",2016-12-26 19:10:00,"EMS","Parking Garage 6","Q2","1327 16TH ST SW
(29.636526, -82.343062)"
"233","122616-0546",2016-12-26 19:08:00,"EMS","Bivens Cove Apartments","E2","3301 Sw 13th St
(29.622137, -82.337474)"
"234","122616-0541",2016-12-26 18:53:00,"EMS","Oak Ridge Apartments","E5","1120 Nw 45th Av
(29.69621, -82.337395)"
"235","122616-0505",2016-12-26 18:05:00,"FIRE","Polos Apartments","Q2","2330 Sw Williston Rd
(29.614003, -82.357621)"
"236","122616-0456",2016-12-26 17:05:00,"EMS","","E3","2009 Ne 17th Ter
(29.67103, -82.302893)"
"237","122616-0435",2016-12-26 16:35:00,"ALM","","E4","3915 Nw 21st Ln
(29.672808, -82.382996)"
"238","122616-0430",2016-12-26 16:28:00,"EMS","","SQ2","1919 Sw 42nd Way
(29.634556, -82.388322)"
"239","122616-0390",2016-12-26 15:14:00,"EMS","Luckys Market","E5","1459 Nw 23rd Av
(29.673985, -82.341128)"
"240","122616-0373",2016-12-26 14:56:00,"EMS","Gainesville Healthcare - HCF","SQ2","4842 Sw Archer Rd
(29.612967, -82.395203)"
"241","122616-0335",2016-12-26 13:52:00,"EMS","","E7","3620 Nw 41st Ter
(29.686437, -82.387262)"
"242","122616-0328",2016-12-26 13:42:00,"EMS","Oak Park High Rise","SQ1","100 Ne 8th Av
(29.659622, -82.324003)"
"243","122616-0304",2016-12-26 13:03:00,"FIRE","","E1","1120 N Main St
(29.662534, -82.325879)"
"244","122616-0281",2016-12-26 12:26:00,"EMS","","E5","2229 Nw 17th Av
(29.667539, -82.353713)"
"245","122616-0272",2016-12-26 12:05:00,"ALM","","E4","3915 Nw 21st Ln
(29.672808, -82.382996)"
"246","122616-0251",2016-12-26 11:26:00,"FIRE","Forest Green Apartments","SQ1","3501 Ne 15th St
(29.683956, -82.305108)"
"247","122616-0224",2016-12-26 10:35:00,"EMS","","E3","210 Ne 14th St
(29.653545, -82.307489)"
"248","122616-0204",2016-12-26 10:04:00,"EMS","","E2","2680 Sw 53rd Ln
(29.60488, -82.36085)"
"249","122616-0177",2016-12-26 09:21:00,"EMS","Bivens Cove Apartments","E2","3301 Sw 13th St
(29.622137, -82.337474)"
"250","122616-0175",2016-12-26 09:18:00,"EMS","","E3","500 Se 18th St
(29.647872, -82.301795)"
"251","122616-0150",2016-12-26 08:16:00,"ALM","CHIPOTLE","TW1","2225 Nw 13th St
(29.673369, -82.338807)"
"252","122616-0145",2016-12-26 08:02:00,"ALM","","E5","1326 Nw 14th Av
(29.665384, -82.340034)"
"253","122616-0143",2016-12-26 08:00:00,"EMS","Meridian Transitions","E2","3807 34TH ST SW
(29.618288, -82.371971)"
"254","122616-0127",2016-12-26 06:57:00,"EMS","Georgetown Apartments","E5","1324 Nw 16th Av
(29.66695, -82.340606)"
"255","122616-0106",2016-12-26 05:23:00,"EMS","Shell Station 3330 SWAR","E2","3330 Sw Archer Rd
(29.627666, -82.372138)"
"256","122616-0096",2016-12-26 04:45:00,"EMS","Homewood Suites","SQ2","3333 Sw 42nd St
(29.622234, -82.386076)"
"257","122616-0037",2016-12-26 02:06:00,"EMS","Hampton Inn","SQ2","4225 Sw 40th Blvd
(29.614987, -82.382543)"
"258","122616-0025",2016-12-26 01:03:00,"EMS","GFR Station 3","E3","900 WALDO RD NE
(29.659976, -82.306689)"
"259","122616-0015",2016-12-26 00:36:00,"EMS","Pine Meadows Apartments","E3","2626 E University Av
(29.652578, -82.290934)"
"260","122616-0012",2016-12-26 00:32:00,"ALM","","E4","3845 Nw 14th Pl
(29.665353, -82.382271)"
"261","122516-0533",2016-12-25 23:17:00,"EMS","Peaceful Path","Q8","2150 Nw 55th Av
(29.704269, -82.352736)"
"262","122516-0526",2016-12-25 22:55:00,"EMS","","E3","820 Ne 19th St
(29.659851, -82.30076)"
"263","122516-0495",2016-12-25 21:36:00,"EMS","","E3","5507 Ne 28th Ct
(29.67618, -82.259857)"
"264","122516-0471",2016-12-25 20:45:00,"FIRE","","E3","Ne 4th Av / Ne 17th St
(29.654762, -82.303014)"
"265","122516-0463",2016-12-25 20:30:00,"EMS","Canopy Apartments","SQ2","4400 Sw 20th Av
(29.638264, -82.389281)"
"266","122516-0462",2016-12-25 20:28:00,"EMS","CVS Drugs (NW 13th)","E5","3904 Nw 13th St
(29.688894, -82.339572)"
"267","122516-0444",2016-12-25 20:01:00,"EMS","Brandywine Apartments","E2","2811 Sw Archer Rd
(29.629412, -82.365324)"
"268","122516-0427",2016-12-25 19:19:00,"EMS","Dignity Campgrounds","E3","3035 28TH DR NE
(29.677242, -82.290818)"
"269","122516-0422",2016-12-25 19:15:00,"EMS","Pine Grove Apartments","SQ1","1901 Ne 2nd St
(29.66945, -82.319981)"
"270","122516-0396",2016-12-25 18:39:00,"EMS","","E7","4229 Nw 29th Ter
(29.693066, -82.366443)"
"271","122516-0386",2016-12-25 18:25:00,"EMS","Pine Grove Apartments","SQ1","1901 Ne 2nd St
(29.66945, -82.319981)"
"272","122516-0385",2016-12-25 18:18:00,"ALM","","TW1","2231 Nw 13th St
(29.673396, -82.339128)"
"273","122516-0355",2016-12-25 17:18:00,"EMS","Hemlock Cottage","E3","2021 Ne 23rd St
(29.671014, -82.294565)"
"274","122516-0351",2016-12-25 17:15:00,"FIRE","","SQ1","2305 34TH PL SW
(29.620894, -82.356336)"
"275","122516-0328",2016-12-25 16:11:00,"EMS","Oak Hammock IL 5000-4102 SW 25th Blvd","E2","5000 Sw 25th Blvd
(29.60623, -82.361534)"
"276","122516-0325",2016-12-25 16:09:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"277","122516-0309",2016-12-25 15:12:00,"EMS","Eden Park (east entrance)","E5","1300 Ne 39th Av
(29.689719, -82.309723)"
"278","122516-0302",2016-12-25 14:53:00,"EMS","Gainesville Healthcare - HCF","SQ2","4842 Sw Archer Rd
(29.612967, -82.395203)"
"279","122516-0251",2016-12-25 12:33:00,"EMS","Eden Park (east entrance)","E5","1300 Ne 39th Av
(29.689719, -82.309723)"
"280","122516-0236",2016-12-25 11:45:00,"EMS","Value Lodge","E2","2000 Sw 13th St
(29.633168, -82.339769)"
"281","122516-0166",2016-12-25 09:00:00,"EMS","","E2","1067 Sw 11th Ter
(29.641043, -82.336691)"
"282","122516-0162",2016-12-25 08:41:00,"EMS","","SQ2","4115 17TH PL SW
(29.635982, -82.385355)"
"283","122516-0147",2016-12-25 07:53:00,"EMS","Parkland Rehab -HCF","E2","1000 Sw 16th Av
(29.637132, -82.33607)"
"284","122516-0128",2016-12-25 06:58:00,"EMS","Select Specialty Hospital -MCF","E2","2708 Sw Archer Rd
(29.632302, -82.363816)"
"285","122516-0108",2016-12-25 05:32:00,"EMS","Georgetown Apartments","E5","1324 Nw 16th Av
(29.66695, -82.340606)"
"286","122516-0015",2016-12-25 00:28:00,"EMS","","E3","121 Se 25th Ter
(29.650356, -82.291563)"
"287","122516-0003",2016-12-25 00:02:00,"EMS","","E7","6147 Nw 23rd Ter
(29.711548, -82.359647)"
"288","122416-0734",2016-12-24 23:51:00,"EMS","","Q8","6137 Nw 23rd Ter
(29.711414, -82.359968)"
"289","122416-0656",2016-12-24 21:42:00,"EMS","Candlestick MHP","E3","2130 Se Hawthorne Rd
(29.646608, -82.295933)"
"290","122416-0624",2016-12-24 20:15:00,"EMS","","E5","2220 Nw 23rd Ter
(29.673639, -82.357402)"
"291","122416-0615",2016-12-24 20:02:00,"EMS","","E3","1120 Ne 26th Ter
(29.66266, -82.290369)"
"292","122416-0560",2016-12-24 18:53:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"293","122416-0544",2016-12-24 18:35:00,"EMS","Sunshine Park Apartments","E5","1901 Nw 2nd St
(29.669356, -82.325703)"
"294","122416-0539",2016-12-24 18:25:00,"EMS","","E4","3415 Nw 1st Ct
(29.653309, -82.373016)"
"295","122416-0514",2016-12-24 17:51:00,"EMS","","E3","1600 Ne Waldo Rd
(29.666488, -82.301794)"
"296","122416-0477",2016-12-24 16:53:00,"EMS","Sunset Apartments (nw)","E5","1500 Nw 12th St
(29.665691, -82.337325)"
"297","122416-0474",2016-12-24 16:46:00,"EMS","Signature Healthcare -HCF","SQ2","4000 Sw 20th Av
(29.634982, -82.383394)"
"298","122416-0471",2016-12-24 16:37:00,"EMS","","E5","Nw 42nd Av / Nw 12th St
(29.692183, -82.336912)"
"299","122416-0468",2016-12-24 16:35:00,"ALM","Shands Hospital -MCF","Q2","1600 Sw Archer Rd
(29.6398, -82.34271)"
"300","122416-0463",2016-12-24 16:27:00,"EMS","Bank of America 43rd St","E7","2627 Nw 43rd St
(29.677181, -82.388386)"
"301","122416-0450",2016-12-24 16:08:00,"EMS","","E3","2800 39TH AV NE
(29.684938, -82.287696)"
"302","122416-0447",2016-12-24 16:04:00,"EMS","Oak Park High Rise","SQ1","100 Ne 8th Av
(29.659622, -82.324003)"
"303","122416-0430",2016-12-24 15:33:00,"EMS","Short Stop","E3","2610 Ne 39th Av
(29.686168, -82.290955)"
"304","122416-0418",2016-12-24 15:13:00,"EMS","","SQ1","704 Sw 16th Av
(29.636988, -82.331534)"
"305","122416-0394",2016-12-24 14:42:00,"ALM","Steak N Shake 13 St","Q2","1610 Sw 13th St
(29.636071, -82.339812)"
"306","122416-0386",2016-12-24 14:28:00,"EMS","Park Meadows -HCF","E2","3250 Sw 41st Pl
(29.616024, -82.37026)"
"307","122416-0379",2016-12-24 14:18:00,"EMS","Capstone Quarters Condominiums","E2","2905 Sw Archer Rd
(29.629445, -82.366609)"
"308","122416-0367",2016-12-24 14:03:00,"EMS","Publix, N Main St.","SQ1","1302 N Main St
(29.663905, -82.325476)"
"309","122416-0365",2016-12-24 14:00:00,"FIRE","","E1","W University Av / Nw 13th St
(29.652056, -82.339323)"
"310","122416-0362",2016-12-24 13:59:00,"EMS","Forest Green Apartments","E3","3501 Ne 15th St
(29.683956, -82.305108)"
"311","122416-0354",2016-12-24 13:38:00,"EMS","Extended Stay America (42nd)","SQ2","3600 Sw 42nd St
(29.620535, -82.386945)"
"312","122416-0324",2016-12-24 13:06:00,"EMS","","E3","1511 Ne 6th Pl
(29.657215, -82.305377)"
"313","122416-0316",2016-12-24 13:00:00,"EMS","Cypress Glenn Apartments","E5","2130 Nw 31st Av
(29.682272, -82.352165)"
"314","122416-0307",2016-12-24 12:41:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"315","122416-0237",2016-12-24 10:37:00,"ALM","Cypress Hall","Q2","1310 Museum Rd
(29.645796, -82.339603)"
"316","122416-0234",2016-12-24 10:32:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"317","122416-0229",2016-12-24 10:23:00,"EMS","Georgetown Apartments","E5","1324 Nw 16th Av
(29.66695, -82.340606)"
"318","122416-0196",2016-12-24 09:30:00,"EMS","Lowes (13th)","E5","2564 Nw 13th St
(29.67604, -82.340763)"
"319","122416-0177",2016-12-24 08:37:00,"EMS","Lilac Cottage B -- Tacachale -HCF","E3","1951 Ne 23rd St
(29.67031, -82.294439)"
"320","122416-0174",2016-12-24 08:25:00,"EMS","","Q8","2476 Forest Way
(29.695033, -82.358152)"
"321","122416-0145",2016-12-24 07:13:00,"EMS","Palmetto Creek Apartments","Q8","2114 Nw 55th Blvd
(29.70582, -82.352091)"
"322","122416-0140",2016-12-24 06:57:00,"EMS","St Francis House","SQ1","413 S Main St
(29.648078, -82.32461)"
"323","122416-0133",2016-12-24 06:40:00,"EMS","Hickory Cottage","E3","2305 17TH PL NE
(29.667571, -82.295165)"
"324","122416-0122",2016-12-24 05:36:00,"EMS","","E3","107 Se 26th Ter
(29.650708, -82.289426)"
"325","122416-0108",2016-12-24 04:33:00,"FIRE","Rustic Springs Condominiums 23RD","SQ1","1923 Nw 23rd Blvd
(29.67468, -82.348194)"
"326","122416-0099",2016-12-24 04:02:00,"EMS","OBrien Apartments","E5","2901 Nw 14th St
(29.679876, -82.340055)"
"327","122416-0095",2016-12-24 03:44:00,"ALM","Canopy Apartments","Q2","4400 Sw 20th Av
(29.638264, -82.389281)"
"328","122416-0094",2016-12-24 03:39:00,"EMS","","E4","2936 Nw 10th Pl
(29.66295, -82.367154)"
"329","122416-0058",2016-12-24 01:59:00,"EMS","Gold Room Gold","SQ1","11 1ST ST SW
(29.651879, -82.325837)"
"330","122416-0028",2016-12-24 00:43:00,"EMS","Library Downtown Branch","SQ1","401 E University Av
(29.651442, -82.321547)"
"331","122416-0025",2016-12-24 00:40:00,"EMS","","E5","4026 Ne 1st Ter
(29.690509, -82.324998)"
"332","122316-0793",2016-12-23 22:55:00,"EMS","","Q8","5929 Nw 25th Ter
(29.70933, -82.35976)"
"333","122316-0774",2016-12-23 22:32:00,"EMS","","E2","3700 Sw 29th Ter
(29.616763, -82.366721)"
"334","122316-0772",2016-12-23 22:32:00,"EMS","","E5","118 Ne 40th Pl
(29.689908, -82.323325)"
"335","122316-0771",2016-12-23 22:30:00,"EMS","Turkey Creek Forest Mobile Home Park","E7","8620 Nw 13th St
(29.734273, -82.38453)"
"336","122316-0758",2016-12-23 22:03:00,"EMS","Oak Park High Rise","SQ1","100 Ne 8th Av
(29.659622, -82.324003)"
"337","122316-0714",2016-12-23 20:21:00,"EMS","PALM GARDENS - HCF","SQ2","227 Sw 62nd Blvd
(29.650557, -82.406858)"
"338","122316-0694",2016-12-23 20:00:00,"EMS","","Q8","2508 Nw 59th Av
(29.708891, -82.359614)"
"339","122316-0634",2016-12-23 18:46:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"340","122316-0623",2016-12-23 18:26:00,"EMS","Sweetwater At Duck Pond Assisted Living","SQ1","207 Ne 7th St
(29.653477, -82.317318)"
"341","122316-0552",2016-12-23 16:44:00,"EMS","","E4","301 Nw 30th St
(29.654128, -82.367028)"
"342","122316-0514",2016-12-23 16:09:00,"ALM","KIDZ HOUSE","Q8","4232 Nw 6th St
(29.693121, -82.333992)"
"343","122316-0478",2016-12-23 15:15:00,"EMS","","E3","Ne 16th Av / Ne Waldo Rd
(29.666488, -82.301794)"
"344","122316-0454",2016-12-23 14:53:00,"EMS","Winn Dixie SMS","E1","300 Sw 16th Av
(29.637259, -82.328925)"
"345","122316-0448",2016-12-23 14:46:00,"EMS","Colclough Hill","SQ1","3203 Sw 4th Ct
(29.623393, -82.328379)"
"346","122316-0438",2016-12-23 14:37:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"347","122316-0421",2016-12-23 14:14:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"348","122316-0404",2016-12-23 13:52:00,"EMS","TJ Nails And Spa","E7","5200 Nw 43rd St
(29.701506, -82.390541)"
"349","122316-0399",2016-12-23 13:50:00,"EMS","Shands Medical Plaza -HCF","E2","2000 Sw Archer Rd
(29.636934, -82.350372)"
"350","122316-0385",2016-12-23 13:34:00,"ALM","Ivy House","TW1","1005 Sw 8th Av
(29.644755, -82.335211)"
"351","122316-0369",2016-12-23 13:08:00,"EMS","Bella Vista Village Apartment","HZ2","110 Nw 39th Av
(29.691497, -82.32672)"
"352","122316-0357",2016-12-23 12:49:00,"EMS","","E3","715 Ne 23rd St
(29.658417, -82.294434)"
"353","122316-0338",2016-12-23 12:18:00,"EMS","Parkland Rehab -HCF","Q2","1000 Sw 16th Av
(29.637132, -82.33607)"
"354","122316-0334",2016-12-23 12:11:00,"EMS","Sundowne Villas","Q2","3600 Windmeadows Blvd
(29.628644, -82.375745)"
"355","122316-0277",2016-12-23 11:00:00,"EMS","","E7","1370 Ne 39th Av
(29.688814, -82.307364)"
"356","122316-0119",2016-12-23 06:59:00,"EMS","Hunters Crossing Place","E7","4601 Nw 53rd Av
(29.702147, -82.391597)"
"357","122316-0113",2016-12-23 05:55:00,"EMS","","E3","320 Ne 19th St
(29.654645, -82.300925)"
"358","122316-0108",2016-12-23 05:37:00,"EMS","Red Roof Inn","SQ2","3500 Sw 42nd St
(29.621103, -82.387277)"
"359","122316-0096",2016-12-23 04:52:00,"ALM","","E4","3845 Nw 14th Pl
(29.665353, -82.382271)"
"360","122316-0094",2016-12-23 04:45:00,"EMS","Sleep Inn & Suites","SQ2","4110 Sw 40th Blvd
(29.616333, -82.383673)"
"361","122316-0058",2016-12-23 02:15:00,"EMS","","SQ1","Nw 18th St / Nw 3rd Pl
(29.654569, -82.346268)"
"362","122316-0053",2016-12-23 01:59:00,"EMS","Turkey Creek Forest Mobile Home Park","E7","8620 Nw 13th St
(29.734273, -82.38453)"
"363","122316-0046",2016-12-23 01:43:00,"EMS","Bella Vista Village Apartment","E5","110 Nw 39th Av
(29.691497, -82.32672)"
"364","122316-0045",2016-12-23 01:42:00,"EMS","Oak Hammock 2660 SW 53rd Ln SNF - HCF","E2","2660 Sw 53rd Ln
(29.604486, -82.360958)"
"365","122316-0043",2016-12-23 01:37:00,"EMS","","SQ2","4760 Sw 18th Pl
(29.635863, -82.396013)"
"366","122316-0027",2016-12-23 00:58:00,"EMS","","SQ1","300 6TH ST NW
(29.653825, -82.33082)"
"367","122316-0006",2016-12-23 00:05:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"368","122216-1022",2016-12-22 23:55:00,"FIRE","","E5","1927 Nw 31st Av
(29.680951, -82.348261)"
"369","122216-0987",2016-12-22 23:18:00,"EMS","Library Downtown Branch","SQ1","401 E University Av
(29.651442, -82.321547)"
"370","122216-0940",2016-12-22 22:07:00,"EMS","","Q8","6027 26TH ST NW
(29.710166, -82.360674)"
"371","122216-0934",2016-12-22 22:00:00,"EMS","Atrium at Gville","E4","2431 Nw 41st St
(29.675146, -82.38446)"
"372","122216-0907",2016-12-22 21:30:00,"EMS","Millhopper Pines Apartments","E4","1925 Nw 43rd St
(29.670978, -82.388536)"
"373","122216-0852",2016-12-22 20:27:00,"FIRE","","E5","16TH / NW 10TH TER NW
AV
(29.666692, -82.335783)"
"374","122216-0835",2016-12-22 20:04:00,"ALM","","E3","2916 Ne 17th Ter
(29.679719, -82.302321)"
"375","122216-0815",2016-12-22 19:38:00,"EMS","","E3","1050 13TH PL NE
(29.663962, -82.312447)"
"376","122216-0801",2016-12-22 19:22:00,"EMS","PALM GARDENS - HCF","SQ2","227 Sw 62nd Blvd
(29.650557, -82.406858)"
"377","122216-0768",2016-12-22 18:39:00,"EMS","","E3","Ne Waldo Rd / E University Av
(29.65194, -82.311338)"
"378","122216-0754",2016-12-22 18:25:00,"EMS","Signature Healthcare -HCF","SQ2","4000 Sw 20th Av
(29.634982, -82.383394)"
"379","122216-0749",2016-12-22 18:17:00,"EMS","","Q8","2508 Nw 59th Av
(29.708891, -82.359614)"
"380","122216-0721",2016-12-22 17:24:00,"EMS","","Q8","Nw 13th St / Nw 35th Av
(29.684915, -82.339047)"
"381","122216-0712",2016-12-22 17:16:00,"EMS","","E5","4120 Nw 19th Dr
(29.690967, -82.349174)"
"382","122216-0691",2016-12-22 16:48:00,"ALM","VA Hospital -MCF","Q2","1601 Sw Archer Rd
(29.637173, -82.344398)"
"383","122216-0668",2016-12-22 16:14:00,"EMS","Arbor Park Apartments","SQ1","307 Sw 16th Av
(29.634171, -82.328872)"
"384","122216-0662",2016-12-22 16:10:00,"EMS","Brookwood Terrace Apartments","E5","2601 Nw 23rd Blvd
(29.67687, -82.347192)"
"385","122216-0633",2016-12-22 15:43:00,"EMS","Super Cuts Millhopper","E4","4104 Nw 16th Blvd
(29.674121, -82.386581)"
"386","122216-0603",2016-12-22 15:07:00,"HAZ","","HZ2","1000 Sw 4th Av
(29.648444, -82.335033)"
"387","122216-0579",2016-12-22 14:45:00,"EMS","Turkey Creek Forest Mobile Home Park","E7","8620 Nw 13th St
(29.734273, -82.38453)"
"388","122216-0539",2016-12-22 13:52:00,"EMS","GFR Station 1","E1","427 S Main St
(29.647532, -82.324641)"
"389","122216-0534",2016-12-22 13:44:00,"EMS","","SQ1","2902 Sw 1st Av
(29.651586, -82.366321)"
"390","122216-0521",2016-12-22 13:33:00,"EMS","Shands Medical Plaza -HCF","E4","2000 Sw Archer Rd
(29.636934, -82.350372)"
"391","122216-0503",2016-12-22 13:13:00,"FIRE","Black Hall","SQ1","1128 Center Dr
(29.641905, -82.346356)"
"392","122216-0501",2016-12-22 13:11:00,"EMS","Sunshine Park Apartments","E5","1901 Nw 2nd St
(29.669356, -82.325703)"
"393","122216-0493",2016-12-22 12:58:00,"EMS","Oaks Mall (Food Court)","SQ2","6419 W Newberry Rd
(29.654527, -82.411015)"
"394","122216-0486",2016-12-22 12:51:00,"EMS","Goodwill on 34 St","E2","3520 Sw 34th St
(29.621863, -82.373627)"
"395","122216-0450",2016-12-22 12:06:00,"ALM","Gainesville High School","TW1","1900 Nw 13th St
(29.67064, -82.340231)"
"396","122216-0438",2016-12-22 11:56:00,"EMS","","E5","2231 Nw 13th St
(29.673396, -82.339128)"
"397","122216-0425",2016-12-22 11:44:00,"EMS","Carol Estates East","E3","2024 Ne 16th Ter
(29.671465, -82.304241)"
"398","122216-0419",2016-12-22 11:40:00,"FIRE","Oaks Condominiums","DC2","6519 W Newberry Rd
(29.654441, -82.412752)"
"399","122216-0405",2016-12-22 11:29:00,"FIRE","Bank of America 43rd St","Q8","2627 Nw 43rd St
(29.677181, -82.388386)"
"400","122216-0397",2016-12-22 11:18:00,"EMS","Turkey Creek Forest Mobile Home Park","E7","8620 Nw 13th St
(29.734273, -82.38453)"
"401","122216-0357",2016-12-22 10:40:00,"EMS","GFR Station 1","TW1","427 S Main St
(29.647532, -82.324641)"
